job,node,date,head,libmpiwrap,src_md5,warmup,iters,np,accum,mode,order,rep,gbps
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,8192,3,13.1025
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,12288,1,844.0612
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,12288,1,880.7128
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,12288,1,1062.2442
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,12288,1,1079.2095
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,12288,1,83.4968
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,12288,1,87.5339
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,12288,1,133.7773
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,12288,1,120.6601
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,12288,2,844.1249
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,12288,2,880.7687
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,12288,2,1063.0277
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,12288,2,1078.4336
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,12288,2,81.7511
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,12288,2,70.6039
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,12288,2,122.4353
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,12288,2,84.1729
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,12288,3,844.1734
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,12288,3,880.4817
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,12288,3,1062.0957
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,12288,3,1078.6697
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,12288,3,83.0328
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,12288,3,63.0061
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,12288,3,138.6191
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,12288,3,58.8257
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,16384,1,864.5005
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,16384,1,884.7844
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,16384,1,1064.0941
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,16384,1,1080.2617
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,16384,1,85.1156
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,16384,1,98.5764
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,16384,1,149.8093
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,16384,1,86.9609
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,16384,2,864.5912
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,16384,2,884.7550
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,16384,2,1064.5653
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,16384,2,1079.7939
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,16384,2,84.7862
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,16384,2,94.3693
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,16384,2,191.6544
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,16384,2,104.8966
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,16384,3,864.5880
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,16384,3,884.7605
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,16384,3,1063.8466
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,16384,3,1080.2685
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,16384,3,84.9601
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,16384,3,84.2373
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,16384,3,187.6353
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,16384,3,139.5850
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,24576,1,874.1604
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,24576,1,884.2226
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,24576,1,1089.2371
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,24576,1,1105.5686
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,24576,1,89.0129
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,24576,1,157.6983
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,24576,1,324.6159
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,24576,1,157.9113
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,24576,2,874.2967
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,24576,2,884.1980
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,24576,2,1089.5793
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,24576,2,1105.4483
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,24576,2,88.8102
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,24576,2,167.4463
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,24576,2,324.2894
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,24576,2,185.8637
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,24576,3,874.4073
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,24576,3,846.8752
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,24576,3,1089.8424
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,24576,3,1105.8758
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,24576,3,88.2371
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,24576,3,149.7096
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,24576,3,343.0406
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,24576,3,162.9387
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,32768,1,881.1114
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,32768,1,886.1523
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,32768,1,1077.8740
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,32768,1,1097.7660
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,32768,1,89.7949
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,32768,1,226.9730
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,32768,1,467.9899
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,32768,1,225.3834
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,32768,2,881.0312
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,32768,2,886.1878
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,32768,2,1077.6915
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,32768,2,1097.6993
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,32768,2,89.8048
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,32768,2,224.4273
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,32768,2,394.6677
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,32768,2,231.2072
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,32768,3,880.9638
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,32768,3,886.1172
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,32768,3,1077.7638
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,32768,3,1097.5596
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,32768,3,89.4732
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,32768,3,220.0305
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,32768,3,472.1066
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,32768,3,236.8655
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,49152,1,882.5119
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,49152,1,885.0446
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,49152,1,1072.6774
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,49152,1,1107.6448
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,49152,1,90.6368
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,49152,1,398.5853
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,49152,1,629.5567
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,49152,1,389.4300
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,49152,2,882.4324
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,49152,2,878.1004
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,49152,2,1088.3120
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,49152,2,1107.6316
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,49152,2,90.6816
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,49152,2,372.6076
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,49152,2,626.5967
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,49152,2,432.2840
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,49152,3,882.4639
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,49152,3,885.0755
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,49152,3,1088.4394
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,49152,3,1089.7607
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,49152,3,90.5463
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,49152,3,373.7286
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,49152,3,548.9191
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,49152,3,402.2775
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,65536,1,885.3721
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,65536,1,886.8145
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,65536,1,1092.6846
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,65536,1,1111.8915
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,65536,1,91.1940
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,65536,1,470.4887
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,65536,1,713.8952
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,65536,1,607.8683
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,65536,2,882.0573
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,65536,2,886.8451
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,65536,2,1092.3323
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,65536,2,1111.8643
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,65536,2,91.2447
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,65536,2,458.9260
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,65536,2,688.2264
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,65536,2,565.9845
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,direct,65536,3,880.1868
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,single,65536,3,886.8585
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,buffered,65536,3,1092.5089
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,gpumpi,65536,3,1111.8297
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,staged,65536,3,91.2241
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvdirect,65536,3,511.3066
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvsingle,65536,3,723.4209
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,1,nvbuffered,65536,3,547.5539
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,direct,1024,1,310.1185
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,single,1024,1,705.1505
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,buffered,1024,1,225.3797
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,gpumpi,1024,1,242.4009
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,staged,1024,1,66.8761
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,nvdirect,1024,1,32.2638
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,nvsingle,1024,1,432.0352
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,nvbuffered,1024,1,1.5945
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,direct,1024,2,310.0480
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,single,1024,2,710.7397
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,buffered,1024,2,225.0662
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,gpumpi,1024,2,243.9476
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,staged,1024,2,72.8008
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,nvdirect,1024,2,12.0760
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,nvsingle,1024,2,23.8677
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,nvbuffered,1024,2,16.0123
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,direct,1024,3,309.6166
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,single,1024,3,713.0778
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,buffered,1024,3,225.3852
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,gpumpi,1024,3,242.7155
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,staged,1024,3,70.3557
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,nvdirect,1024,3,164.4644
90161,h200x4-04,2026-09-09T01:03:34-04:00,e887c22,95a4607,e3ed77dba57aece0a1c7097b6623dddc,20,100,4,0,nvsingle,1024,3,15.7594
